Year Month Tmax Tmin PAR Prec CO2 O3
1200-1948 1 4.36449809013186 -1.5068292079802 81.5026629562481 470.914886960394 304.8328305881 0
1200-1948 2 9.76693606987397 0.738532171703086 232.61196808676 18.1120642850354 304.89121413196 0
1200-1948 3 10.7274517374767 2.71981685936608 243.273883361629 175.241436385091 304.949671530281 0
1200-1948 4 9.82818073268887 1.91042412281038 286.560344925736 200.536583537782 305.008203090867 0
1200-1948 5 15.7511852983686 5.20488870528495 456.675555536254 67.8751606307058 305.066809122567 0
1200-1948 6 22.4533494456746 8.63590693589499 647.16502708803 29.8094861369377 305.125489932601 0
1200-1948 7 29.1881046059089 12.3422327463227 745.428234165182 5.68405577077508 305.184245830169 0
1200-1948 8 22.7312983756665 8.9226505767654 597.554789958407 25.1907975597196 305.243077122141 0
1200-1948 9 22.9184706204901 9.18648431287528 452.270158515712 11.5880026349779 305.301984118181 0
1200-1948 10 20.4518001545353 9.14412202668911 299.75226865726 38.6439857932096 305.360967125045 0
1200-1948 11 9.81928480392637 4.9859158227753 79.5610093242171 374.073634468641 305.420026452048 0
1200-1948 12 4.91076170345473 -1.99118775587255 114.095241981812 252.020774141697 305.479162406758 0
1949 1 1.29029126732749 -5.43740682483122 90.1154525711148 350.479103163298 305.538375297212 0
1949 2 4.50712552338454 -1.17582546844473 111.268581066619 18.1120642850354 305.59766543156 0
1949 3 8.22603105527281 0.972229188415033 198.835896639192 324.06509809203 305.657033118303 0
1949 4 9.11487621864915 1.51734683054989 246.577565943647 243.087556695656 305.716478665709 0
1949 5 11.0573255937316 2.07944555809476 360.474317882798 168.417777684 305.77600238123 0
1949 6 16.1791647895229 3.84642162098688 593.317929064805 16.2001514852284 305.835604573949 0
1949 7 26.7474934539029 11.8438472935911 654.722606602493 23.0514903035548 305.895285550854 0
1949 8 26.4456184344875 12.1793332450854 595.31791124126 28.2656533356273 305.955045621144 0
1949 9 22.1162407406003 8.72221748633873 461.804069390521 7.03605803235219 306.014885092853 0
1949 10 17.7279232772234 6.91825609836348 283.157083106121 42.7659471411704 306.074804274016 0
