Year Month Tmax Tmin PAR Prec CO2 O3
1200-1948 1 3.06207850554429 -2.98517341355367 83.2014257514174 660.281470455557 304.8328305881 0
1200-1948 2 8.59349146259262 -0.34561214300445 230.041407633729 28.0595371103426 304.89121413196 0
1200-1948 3 9.36965224072434 1.42928400960039 234.654589151164 257.81522382981 304.949671530281 0
1200-1948 4 8.73171639389123 0.648017794046788 283.499296219216 257.403800525702 305.008203090867 0
1200-1948 5 15.0932731191915 4.77409934894745 445.102501141678 107.070919895227 305.066809122567 0
1200-1948 6 22.9538702721416 8.8124881033009 655.01867586691 31.5040259575209 305.125489932601 0
1200-1948 7 30.1725451558006 13.4806277564287 748.168182250694 5.34162451745057 305.184245830169 0
1200-1948 8 22.8642118057358 8.87028438272886 608.94219958986 35.1468010540293 305.243077122141 0
1200-1948 9 22.8361035160661 9.1615023975279 455.044789074369 7.72000507383453 305.301984118181 0
1200-1948 10 19.9748738107807 8.90149123162016 297.514843772361 49.5056210090389 305.360967125045 0
1200-1948 11 8.70840499066858 3.87055029629407 77.5558543112109 570.546307454544 305.420026452048 0
1200-1948 12 3.66477673757312 -3.44556392513264 120.501640246929 321.586380994626 305.479162406758 0
1949 1 0.115104271674674 -6.72462936371428 89.6108040139296 462.050176830141 305.538375297212 0
1949 2 3.05616044207929 -2.63791207899422 117.546569414271 28.0595371103426 305.59766543156 0
1949 3 7.13891674480412 -0.424153105707679 192.085295994022 474.581354884335 305.657033118303 0
1949 4 8.30327633151776 0.352087107354849 237.774232813638 368.705702350635 305.716478665709 0
1949 5 10.1044784231589 1.03138290509537 351.885085904254 225.383442437172 305.77600238123 0
1949 6 16.3881107117714 3.19327043165816 628.985307706177 12.2166408527677 305.835604573949 0
1949 7 27.5930210862671 12.559665443354 662.305344916392 16.0193630376472 305.895285550854 0
1949 8 27.4616837896612 13.267372295418 589.036086727895 29.8917471527658 305.955045621144 0
1949 9 22.1623922289402 8.76677172897885 475.936560728963 5.49787812253824 306.014885092853 0
1949 10 17.1835242181728 6.47767362321961 285.404136939153 49.9671514991846 306.074804274016 0
1949 11 7.58345481088498 1.65130672849458 76.0298290727875 622.625489358183 306.134803472436 0
1949 12 4.98944962774117 0.295872429747056 60.9239286300747 546.914878254813 306.194882996497 0
1950 1 7.89908711120956 1.1165425573651 106.124125636928 301.035357861749 306.25504315435 0
1950 2 2.7184013240472 -4.21303477920684 158.980802443924 283.325130488201 306.315284254262 0
1950 3 8.43811868567345 0.626926458633859 203.136288904577 243.850619638435 306.375606604386 0
1950 4 12.3038520865727 3.38101672624016 311.141902376701 212.527679264287 306.436010512523 0
1950 5 17.2027834397239 6.26303256281848 418.297910254087 85.2632790127866 306.496496287175 0
1950 6 18.1020213242279 5.50931185557042 556.888762620525 27.7837470657905 306.557064236724 0
1950 7 27.508243976978 12.3616634335944 652.785026608752 18.2754052933041 306.61771466909 0
1950 8 24.2112380636437 9.59376442520111 597.877895702013 20.4677782991569 306.678447892074 0
1950 9 22.0177583080871 8.10402199116051 488.736898160826 40.9097330465412 306.739264214528 0
1950 10 11.5071412048058 3.11005305260976 175.836294245674 275.52661835408 306.80016394367 0
1950 11 6.28941163553395 -0.0109179096689571 105.639135971655 238.429323163693 306.86114738835 0
1950 12 6.13680236275058 0.323664829149879 52.3183592916434 789.256812902214 306.922214856721 0
1951 1 8.75904561210471 3.64820640385951 73.913149081073 596.547394218291 306.983366657281 0
1951 2 6.71315204994161 -0.563695210996369 152.311201689393 250.522385277974 307.044603096903 0
1951 3 5.09133337321031 -1.58476737334332 184.432532146536 499.879347113647 307.105924485018 0
1951 4 12.5495588451926 1.99712484459738 400.748149922018 166.388697881556 307.167331128963 0
1951 5 14.1090079417821 3.89649971656489 403.460850714075 71.1229637830926 307.22882333782 0
1951 6 19.3215887027853 5.85738541224702 580.809379994622 28.87945319923 307.290401419043 0
1951 7 28.1233910004866 12.1023524831989 717.952702389119 10.6975785927826 307.352065680665 0
1951 8 25.0755580048924 9.20687239975209 665.960885501425 16.9833463284253 307.413816430955 0
1951 9 23.5365669471303 9.87790082673129 456.173237281155 15.2233325631677 307.475653978763 0
1951 10 13.0715609386207 3.45170157114886 255.430316648167 98.4199526288938 307.537578631192 0
1951 11 9.18296458598319 2.42571517118972 128.05318124818 345.249024476268 307.599590697442 0
1951 12 6.19850280440851 0.621175578234133 85.0351081434423 519.661707878068 307.661690484965 0
1952 1 7.96465731258855 1.95758066018024 104.633343085873 553.753095454843 307.723878301797 0
1952 2 6.59576526222948 0.720166474452408 98.8311624719302 393.398664296151 307.78615445632 0
1952 3 10.7700002343329 2.73593134776921 213.186150854349 213.51664515781 307.848519257153 0
1952 4 11.8776826612425 1.32011451665829 376.778971871728 105.596480067957 307.910973012447 0
1952 5 19.9504039975386 6.99379939066207 512.316648461836 20.8604246603879 307.973516029189 0
1952 6 20.9916769930301 7.22800346722529 608.884906581592 26.6889349613698 308.036148616811 0
1952 7 26.1464924592738 11.2727219378678 654.841537123498 25.335543759996 308.09887108265 0
1952 8 26.6669797572815 10.5675597232782 620.379754234608 2.20687522319716 308.161683735671 0
1952 9 24.4022030514811 10.2586560943262 456.309024163193 29.9127147306835 308.224586883327 0
1952 10 10.7923654560652 2.09058088427635 234.389142860787 223.985942920284 308.287580833887 0
1952 11 5.38553847642889 0.516061300462442 72.6263691063521 682.630372468644 308.350665895618 0
1952 12 3.92076746704062 -2.91243212624041 136.745746395076 258.059348695397 308.413842376671 0
1953 1 0.115104271674674 -6.72462936371428 89.6108040139296 462.050176830141 308.477110585547 0
1953 2 3.05616044207929 -2.63791207899422 117.546569414271 379.833193113525 308.540470830048 0
1953 3 7.13891674480412 -0.424153105707679 192.085295994022 474.581354884335 308.60392341821 0
1953 4 8.30327633151776 0.352087107354849 237.774232813638 368.705702350635 308.667468658532 0
1953 5 10.1044784231589 1.03138290509537 351.885085904254 225.383442437172 308.731106858584 0
1953 6 16.3881107117714 3.19327043165816 628.985307706177 12.2166408527677 308.794838327332 0
1953 7 27.5930210862671 12.559665443354 662.305344916392 16.0193630376472 308.858663372695 0
1953 8 27.4616837896612 13.267372295418 589.036086727895 29.8917471527658 308.922582302126 0
1953 9 22.1623922289402 8.76677172897885 475.936560728963 5.49787812253824 308.986595424707 0
1953 10 17.1835242181728 6.47767362321961 285.404136939153 49.9671514991846 309.050703048008 0
1953 11 7.58345481088498 1.65130672849458 76.0298290727875 622.625489358183 309.114905480877 0
1953 12 4.98944962774117 0.295872429747056 60.9239286300747 546.914878254813 309.179203030071 0
1954 1 0.115104271674674 -6.72462936371428 89.6108040139296 462.050176830141 309.243596005486 0
1954 2 3.05616044207929 -2.63791207899422 117.546569414271 283.325130488201 309.308084714226 0
1954 3 7.13891674480412 -0.424153105707679 192.085295994022 474.581354884335 309.372669464676 0
1954 4 8.30327633151776 0.352087107354849 237.774232813638 368.705702350635 309.437350564636 0
1954 5 10.1044784231589 1.03138290509537 351.885085904254 225.383442437172 309.502128323424 0
1954 6 16.3881107117714 3.19327043165816 628.985307706177 12.2166408527677 309.567003047909 0
1954 7 27.5930210862671 12.559665443354 662.305344916392 16.0193630376472 309.631975046708 0
1954 8 27.4616837896612 13.267372295418 589.036086727895 29.8917471527658 309.697044627857 0
1954 9 22.1623922289402 8.76677172897885 475.936560728963 5.49787812253824 309.762212099973 0
1954 10 17.1835242181728 6.47767362321961 285.404136939153 49.9671514991846 309.82747777109 0
1954 11 7.58345481088498 1.65130672849458 76.0298290727875 622.625489358183 309.892841948778 0
1954 12 4.98944962774117 0.295872429747056 60.9239286300747 546.914878254813 309.958304942003 0
1955 1 4.28200314216674 -1.45271174873855 92.7233322431658 312.287454165193 310.023867058218 0
1955 2 2.39071149259857 -4.83602274147362 133.053959614152 283.325130488201 310.089528606273 0
1955 3 8.92723893319048 -0.492555226955568 277.333711080096 206.182717068605 310.155289893155 0
1955 4 12.1079656269622 0.878819269709205 463.934850704691 96.0878604288996 310.221151228645 0
1955 5 15.9398124642248 3.19165613144002 549.209511497524 44.4471094940982 310.287112919614 0
1955 6 21.6852763094589 7.63521413752415 620.695897950011 49.0955679492804 310.353175274679 0
1955 7 27.0916659868829 10.97438185464 705.895732024609 4.01309067794243 310.419338601991 0
1955 8 28.3106663943659 12.831966561058 622.435226349732 5.02156454615264 310.485603210167 0
1955 9 22.4212541137876 10.0668590221923 421.401358376179 44.1484866734226 310.551969406544 0
1955 10 11.7814700663585 3.86783573220606 197.494014114783 106.406800651582 310.61843749939 0
1955 11 8.01636358020271 -0.597652353508449 189.045820237367 57.3687495596619 310.685007797438 0
1955 12 4.54061271974283 -2.84716557786298 126.200589399158 209.262771959996 310.751680608373 0
1956 1 7.96465731258855 1.95758066018024 104.633343085873 553.753095454843 310.818456241046 0
1956 2 6.59576526222948 0.720166474452408 98.8311624719302 393.398664296151 310.885335002444 0
1956 3 10.7700002343329 2.73593134776921 213.186150854349 213.51664515781 310.952317201532 0
1956 4 11.8776826612425 1.32011451665829 376.778971871728 105.596480067957 311.019403146114 0
1956 5 19.9504039975386 6.99379939066207 512.316648461836 20.8604246603879 311.086593144806 0
1956 6 20.9916769930301 7.22800346722529 608.884906581592 26.6889349613698 311.153887505177 0
1956 7 26.1464924592738 11.2727219378678 654.841537123498 25.335543759996 311.221286535962 0
1956 8 26.6669797572815 10.5675597232782 620.379754234608 2.20687522319716 311.288790544844 0
1956 9 24.4022030514811 10.2586560943262 456.309024163193 29.9127147306835 311.356399840442 0
1956 10 10.7923654560652 2.09058088427635 234.389142860787 223.985942920284 311.424114730209 0
1956 11 5.38553847642889 0.516061300462442 72.6263691063521 682.630372468644 311.491935523693 0
1956 12 3.92076746704062 -2.91243212624041 136.745746395076 258.059348695397 311.559862527414 0
1957 1 7.33215117799223 0.608824595641578 84.8238108196569 457.036849180432 311.627896049875 0
1957 2 6.78731241253305 -0.94364289411316 197.577611833164 379.833193113525 311.696036399924 0
1957 3 3.9738231330604 -3.45840789666112 175.427707341273 537.935859629954 311.764283885597 0
1957 4 11.8477325143506 1.8773150315836 347.071296313107 214.16473104944 311.832638815045 0
1957 5 18.3112354079517 4.56305071485843 569.884756571686 32.0172014698124 311.901101495605 0
1957 6 18.2381592392245 6.16812630798322 600.483380805523 48.8170232253945 311.969672236475 0
1957 7 28.0598335728891 12.9039293638595 624.365768897427 23.0750082414714 312.03835134476 0
1957 8 23.8401519624199 8.8126627485066 646.364710359906 15.283147519385 312.107139130123 0
1957 9 21.9754383778865 7.7106511952588 482.195321502297 15.4411567998273 312.176035899087 0
1957 10 11.331908511625 1.48163320438298 235.853738130895 173.90255403855 312.2450419612 0
1957 11 6.96401848501842 0.546396014916365 134.6822755755 351.611587885485 312.314157623448 0
1957 12 2.10262626213084 -4.82515768982781 71.7607689778861 504.590694093114 312.383383194683 0
1958 1 3.87807139462388 -0.930425208139695 89.9662526159735 449.49870769415 312.452718982706 0
1958 2 4.54299454418062 -1.9756132927801 120.339226983588 124.302326005291 312.522165296599 0
1958 3 8.46183046721316 1.37732844072845 201.625835797132 394.213296504436 312.591722443351 0
1958 4 10.8780286467252 2.15028394530755 322.047250487045 317.278876424403 312.661390731228 0
1958 5 14.4500539033207 4.21775308519376 440.375680554346 193.163627871132 312.731170468847 0
1958 6 11.9803711908656 4.9553371383752 263.723028133087 369.836493249006 312.801061964477 0
1958 7 20.5656775490015 10.0588428023939 500.361291616348 80.1441235339697 312.871065526386 0
1958 8 21.4879872426644 7.88224312756648 548.758803544697 11.1043427823318 312.941181461792 0
1958 9 17.4274506188116 5.97851939440813 413.265478384529 42.0056260287492 313.011410079547 0
1958 10 11.1436268651495 4.52511799187087 153.569813276858 336.358094266842 313.081751687569 0
1958 11 7.0367225948412 1.6199432611467 74.4349748103559 439.164136007631 313.152206594707 0
1958 12 6.1676094193196 0.405093385836834 82.2078492947322 582.362044148844 313.222775107948 0
1959 1 4.40011094523516 -2.88293788815538 120.879279519666 256.940632838012 313.293457536376 0
1959 2 5.39909416408674 -1.97119646085379 163.833226878684 601.3577386933 313.364254187909 0
1959 3 8.90781574535545 2.89042207562118 161.712350219542 349.726347082472 313.435165370582 0
1959 4 12.8857909345379 3.8400070054806 303.138499057704 190.989308314848 313.506191392313 0
1959 5 14.8961289367069 4.53469441340909 405.028950348461 44.8504807060633 313.577332562185 0
1959 6 26.126971953015 11.1814315462845 649.826852495508 36.618488670225 313.648589187418 0
1959 7 27.7546659917801 12.628072506308 675.046941059284 15.0497940207966 313.71996157628 0
1959 8 29.9931729035573 14.054585429256 627.772560203613 16.6607824498419 313.791450037155 0
1959 9 21.0733068387874 7.79312477257605 498.620526857018 30.1349446368513 313.863054878195 0
1959 10 16.9786126946374 6.97972730963006 233.549917185448 163.830324943891 313.934776408016 0
1959 11 6.02642634875684 0.0209140791036171 55.7381766529458 913.70216190117 314.006614933722 0
1959 12 3.01908720219176 -2.51947079441238 45.9028497378169 793.908327565878 314.078570764279 0
1960 1 4.56318516487404 -1.64185662725314 91.5184873400815 640.925336553115 314.150644207373 0
1960 2 2.55456282123314 -3.18926263541522 105.04248572948 577.54377013889 314.222835571854 0
1960 3 4.97862175839371 -1.71089878359198 175.760564221587 328.571232444614 314.295145164593 0
1960 4 8.67899628529206 0.447027025240939 248.111066783347 255.605952809096 314.367573295604 0
1960 5 16.4383622839188 3.81975835878235 491.817459849274 51.7971191061566 314.440120271523 0
1960 6 23.7375203203859 9.60718506623381 653.63029637998 33.4890780620871 314.512786401086 0
1960 7 26.2493603550051 10.5594480327954 729.861855675383 7.47128916873176 314.585571992211 0
1960 8 22.3389908332351 8.86199014097889 559.117816228596 40.7084488820326 314.658477353514 0
1960 9 24.6416883401582 11.377595952381 460.184077138055 42.747898948035 314.731502792682 0
1960 10 15.1112437725582 5.35683170126659 274.486479131824 215.94898039672 314.804648617865 0
1960 11 7.00544376092592 0.0938627375518903 105.475490696439 470.789235622299 314.877915137447 0
1960 12 3.85094228593509 -1.74068050610802 79.1344303052837 371.252487557691 314.951302659698 0
1961 1 5.49184892058911 0.137152921936866 56.7214730927 1307.53255539217 315.024811492884 0
1961 2 11.1982679260825 3.78427055382092 162.325884894519 557.628467720307 315.098441944341 0
1961 3 5.0727747824286 -2.26231370209802 191.972824508875 473.532364378442 315.172194323386 0
1961 4 6.56562999387393 -1.1926660560778 234.822734552164 373.810396705287 315.246068937005 0
1961 5 9.05093867342065 1.89435696124963 260.301425555355 398.38298612098 315.320066094166 0
1961 6 20.8711132658305 6.94468025629058 622.457375109223 12.1311237759597 315.394186102669 0
1961 7 25.4431001631116 10.4283901478474 683.088237711481 29.0167590688507 315.468429271248 0
1961 8 29.8626580127036 14.920069580884 603.390682797588 29.2215051207207 315.542795907008 0
1961 9 23.3682342904931 9.3883474226673 451.416424821791 9.82122877866324 315.617286319262 0
1961 10 12.0228975894444 3.45001868304311 218.448150573953 233.229326604649 315.691900814883 0
1961 11 5.33970348544374 0.4336177255112 69.4652572082302 699.487005660465 315.766639703419 0
1961 12 2.0166905760605 -4.36509982415098 83.7658431417772 449.128441235248 315.841503292322 0
1962 1 0.115104271674674 -6.72462936371428 89.6108040139296 462.050176830141 315.916491889395 0
1962 2 3.05616044207929 -2.63791207899422 117.546569414271 491.399686695512 315.991605803254 0
1962 3 7.13891674480412 -0.424153105707679 192.085295994022 474.581354884335 316.066845342284 0
1962 4 8.30327633151776 0.352087107354849 237.774232813638 368.705702350635 316.142210814287 0
1962 5 10.1044784231589 1.03138290509537 351.885085904254 225.383442437172 316.217702527298 0
1962 6 16.3881107117714 3.19327043165816 628.985307706177 12.2166408527677 316.293320789817 0
